,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
10,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9996121592707852,0.9999220607147032,0.9995676225363299,0.9999554459856833,1.000033387873207,1.0,3.33723228123084e-05,1.7493212787239967,0.08608368327343244,0.9996010117599464,0.42834971930974985,0.9998004900902493
11,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",1.0,0.9995676225363299,0.9995676225363299,0.9995676225363299,1.0,1.0,0.0,1.0,0.0,0.9995676225363299,0.0,0.999783811268165
12,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.9725097006574736,1.0,0.9725097006574736,1.0,1.0,1.0,0.0,inf,0.0,0.9725097006574737,0.0,0.9862548503287367
13,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),1.0,0.9725097006574736,0.9725097006574736,0.9725097006574736,1.0,1.0,0.0,1.0,0.0,0.9725097006574737,0.0,0.9862548503287367
14,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),frozenset({'TAMANHO_bin_0.0'}),0.9725097006574736,0.9999220607147032,0.9724633082257493,0.9999522961758707,1.0000302378178814,1.0,2.940427928921352e-05,1.633816297105562,0.001099911761841819,0.9724939873511685,0.3879360845086556,0.9862457017022803
15,frozenset({'TAMANHO_bin_0.0'}),frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.9999220607147032,0.9725097006574736,0.9724633082257493,0.9725391072286899,1.0000302378178814,1.0,2.940427928921352e-05,1.0010708527017385,0.3879545914267602,0.9724939873511685,0.00106970720289012,0.9862457017022803
16,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.9725097006574736,0.9996121592707852,0.9723037182606178,0.9997881950208656,1.0001761040504038,1.0,0.00017119647461572018,1.831121868805002,0.006404915458860998,0.9724805719556852,0.45388670353622923,0.9862345792878409
17,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.9996121592707852,0.9725097006574736,0.9723037182606178,0.9726809635548163,1.0001761040504038,1.0,0.00017119647461572018,1.006268994797322,0.45398285936631433,0.9724805719556852,0.00622993934001178,0.9862345792878409
18,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0'})",frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.9724633082257493,1.0,0.9724633082257493,1.0,1.0,1.0,0.0,inf,0.0,0.9724633082257494,0.0,0.9862316541128746
19,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'TAMANHO_bin_0.0'}),0.9725097006574736,0.9999220607147032,0.9724633082257493,0.9999522961758707,1.0000302378178814,1.0,2.940427928921352e-05,1.633816297105562,0.001099911761841819,0.9724939873511685,0.3879360845086556,0.9862457017022803
20,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.9999220607147032,0.9725097006574736,0.9724633082257493,0.9725391072286899,1.0000302378178814,1.0,2.940427928921352e-05,1.0010708527017385,0.3879545914267602,0.9724939873511685,0.00106970720289012,0.9862457017022803
21,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9725097006574736,0.9999220607147032,0.9724633082257493,0.9999522961758707,1.0000302378178814,1.0,2.940427928921352e-05,1.633816297105562,0.001099911761841819,0.9724939873511685,0.3879360845086556,0.9862457017022803
22,frozenset({'TAMANHO_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE DA VIA_bin_0.0'})",0.9999220607147032,0.9725097006574736,0.9724633082257493,0.9725391072286899,1.0000302378178814,1.0,2.940427928921352e-05,1.0010708527017385,0.3879545914267602,0.9724939873511685,0.00106970720289012,0.9862457017022803
23,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0'})",1.0,0.9724633082257493,0.9724633082257493,0.9724633082257493,1.0,1.0,0.0,1.0,0.0,0.9724633082257494,0.0,0.9862316541128746
24,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.9723037182606178,1.0,0.9723037182606178,1.0,1.0,1.0,0.0,inf,0.0,0.9723037182606178,0.0,0.9861518591303089
25,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.9725097006574736,0.9996121592707852,0.9723037182606178,0.9997881950208656,1.0001761040504038,1.0,0.00017119647461572018,1.831121868805002,0.006404915458860998,0.9724805719556852,0.45388670353622923,0.9862345792878409
26,"frozenset({'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.9996121592707852,0.9725097006574736,0.9723037182606178,0.9726809635548163,1.0001761040504038,1.0,0.00017119647461572018,1.006268994797322,0.45398285936631433,0.9724805719556852,0.00622993934001178,0.9862345792878409
27,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),"frozenset({'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9725097006574736,0.9996121592707852,0.9723037182606178,0.9997881950208656,1.0001761040504038,1.0,0.00017119647461572018,1.831121868805002,0.006404915458860998,0.9724805719556852,0.45388670353622923,0.9862345792878409
28,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE DA VIA_bin_0.0'})",0.9996121592707852,0.9725097006574736,0.9723037182606178,0.9726809635548163,1.0001761040504038,1.0,0.00017119647461572018,1.006268994797322,0.45398285936631433,0.9724805719556852,0.00622993934001178,0.9862345792878409
29,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0'})",1.0,0.9723037182606178,0.9723037182606178,0.9723037182606178,1.0,1.0,0.0,1.0,0.0,0.9723037182606178,0.0,0.9861518591303089
30,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0'})",frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.9724633082257493,0.9996121592707852,0.9722591815261625,0.9997900931604718,1.0001780029264715,1.0,0.00017303417901015639,1.8476802856288705,0.006463058399595762,0.9724378319988417,0.45878082491980304,0.9862132513504858
31,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'TAMANHO_bin_0.0'}),0.9723037182606178,0.9999220607147032,0.9722591815261625,0.9999541946270298,1.000032136417016,1.0,3.124392243736285e-05,1.7015315069593115,0.0011602779247481656,0.9722916585477199,0.4122941621063307,0.986144579622702
32,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.9995676225363299,0.9725097006574736,0.9722591815261625,0.972679746327843,1.0001748524156155,1.0,0.00016997214645375625,1.0062241614741223,0.4043269186816136,0.9724360271203806,0.006185660921721413,0.9862110728387723
33,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",0.9725097006574736,0.9995676225363299,0.9722591815261625,0.9997423993497014,1.0001748524156155,1.0,0.00016997214645375625,1.6784797055789895,0.006359401380641006,0.9724360271203806,0.4042227638045518,0.9862110728387723
34,frozenset({'TAMANHO_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0'})",0.9999220607147032,0.9723037182606178,0.9722591815261625,0.972334964618374,1.000032136417016,1.0,3.124392243736285e-05,1.001129453019856,0.4123130482587043,0.9722916585477199,0.001128178794909071,0.986144579622702
35,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0'})",0.9996121592707852,0.9724633082257493,0.9722591815261625,0.9726364095404996,1.0001780029264713,1.0,0.00017303417901015639,1.00632597228081,0.4588771463712639,0.9724378319988417,0.006286205916431121,0.9862132513504858
36,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.9722591815261625,1.0,0.9722591815261625,1.0,1.0,1.0,0.0,inf,0.0,0.9722591815261625,0.0,0.9861295907630813
37,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.9724633082257493,0.9996121592707852,0.9722591815261625,0.9997900931604718,1.0001780029264715,1.0,0.00017303417901015639,1.8476802856288705,0.006463058399595762,0.9724378319988417,0.45878082491980304,0.9862132513504858
38,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'TAMANHO_bin_0.0'}),0.9723037182606178,0.9999220607147032,0.9722591815261625,0.9999541946270298,1.000032136417016,1.0,3.124392243736285e-05,1.7015315069593115,0.0011602779247481656,0.9722916585477199,0.4122941621063307,0.986144579622702
39,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.9995676225363299,0.9725097006574736,0.9722591815261625,0.972679746327843,1.0001748524156155,1.0,0.00016997214645375625,1.0062241614741223,0.4043269186816136,0.9724360271203806,0.006185660921721413,0.9862110728387723
40,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0'})","frozenset({'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9724633082257493,0.9996121592707852,0.9722591815261625,0.9997900931604718,1.0001780029264715,1.0,0.00017303417901015639,1.8476802856288705,0.006463058399595762,0.9724378319988417,0.45878082491980304,0.9862132513504858
41,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0'})","frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9723037182606178,0.9999220607147032,0.9722591815261625,0.9999541946270298,1.000032136417016,1.0,3.124392243736285e-05,1.7015315069593115,0.0011602779247481656,0.9722916585477199,0.4122941621063307,0.986144579622702
42,"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE DA VIA_bin_0.0'})","frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",0.9725097006574736,0.9995676225363299,0.9722591815261625,0.9997423993497014,1.0001748524156155,1.0,0.00016997214645375625,1.6784797055789895,0.006359401380641006,0.9724360271203806,0.4042227638045518,0.9862110728387723
43,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})","frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE DA VIA_bin_0.0'})",0.9995676225363299,0.9725097006574736,0.9722591815261625,0.972679746327843,1.0001748524156155,1.0,0.00016997214645375625,1.0062241614741223,0.4043269186816136,0.9724360271203806,0.006185660921721413,0.9862110728387723
44,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})","frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0'})",0.9999220607147032,0.9723037182606178,0.9722591815261625,0.972334964618374,1.000032136417016,1.0,3.124392243736285e-05,1.001129453019856,0.4123130482587043,0.9722916585477199,0.001128178794909071,0.986144579622702
45,"frozenset({'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})","frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0'})",0.9996121592707852,0.9724633082257493,0.9722591815261625,0.9726364095404996,1.0001780029264713,1.0,0.00017303417901015639,1.00632597228081,0.4588771463712639,0.9724378319988417,0.006286205916431121,0.9862132513504858
46,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9725097006574736,0.9995676225363299,0.9722591815261625,0.9997423993497014,1.0001748524156155,1.0,0.00016997214645375625,1.6784797055789895,0.006359401380641006,0.9724360271203806,0.4042227638045518,0.9862110728387723
47,frozenset({'TAMANHO_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9999220607147032,0.9723037182606178,0.9722591815261625,0.972334964618374,1.000032136417016,1.0,3.124392243736285e-05,1.001129453019856,0.4123130482587043,0.9722916585477199,0.001128178794909071,0.986144579622702
48,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.9996121592707852,0.9724633082257493,0.9722591815261625,0.9726364095404996,1.0001780029264713,1.0,0.00017303417901015639,1.00632597228081,0.4588771463712639,0.9724378319988417,0.006286205916431121,0.9862132513504858
49,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),"frozenset({'ACIMA VELOCIDADE PERMITIDA_False', 'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",1.0,0.9722591815261625,0.9722591815261625,0.9722591815261625,1.0,1.0,0.0,1.0,0.0,0.9722591815261625,0.0,0.9861295907630813
50,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),frozenset({'TAMANHO_bin_0.0'}),0.8656623633046999,0.9999220607147032,0.8656623633046999,1.0,1.0000779453603024,1.0,6.746910590427202e-05,inf,0.0005801746049287631,0.8657298376695078,1.0,0.932864918834754
51,frozenset({'TAMANHO_bin_0.0'}),frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),0.9999220607147032,0.8656623633046999,0.8656623633046999,0.865729837669508,1.0000779453603024,1.0,6.746910590427202e-05,1.000502526872962,1.0000000000000242,0.8657298376695078,0.0005022744665448591,0.932864918834754
52,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.8656623633046999,1.0,0.8656623633046999,1.0,1.0,1.0,0.0,inf,0.0,0.8656623633046999,0.0,0.93283118165235
53,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),1.0,0.8656623633046999,0.8656623633046999,0.8656623633046999,1.0,1.0,0.0,1.0,0.0,0.8656623633046999,0.0,0.93283118165235
54,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.8656623633046999,0.9996121592707852,0.8656400949374723,0.9999742759207613,1.0003622571480526,1.0,0.0003134707550103144,15.076952827562272,0.002695640434366986,0.8659566647607876,0.9336736002667665,0.9329751158021842
55,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),0.9996121592707852,0.8656623633046999,0.8656400949374723,0.8659759556836071,1.0003622571480526,1.0,0.0003134707550103144,1.0023398217872523,0.9336976187783744,0.8659566647607876,0.0023343598013298114,0.9329751158021842
56,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),0.8656623633046999,0.9725097006574736,0.8478829277706952,0.979461466401137,1.0071482739338884,1.0,0.006017881962800398,1.3384742980895306,0.05283358377454382,0.8561973435672953,0.2528806855482032,0.9256559107064981
57,frozenset({'ACIMA VELOCIDADE PERMITIDA_False'}),frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),0.9725097006574736,0.8656623633046999,0.8478829277706952,0.8718503550118591,1.0071482739338884,1.0,0.006017881962800398,1.0482872325376467,0.2581833938576197,0.8561973435672953,0.04606297877038443,0.9256559107064981
58,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'TAMANHO_bin_0.0'})",frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.8656623633046999,1.0,0.8656623633046999,1.0,1.0,1.0,0.0,inf,0.0,0.8656623633046999,0.0,0.93283118165235
59,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'TAMANHO_bin_0.0'}),0.8656623633046999,0.9999220607147032,0.8656623633046999,1.0,1.0000779453603024,1.0,6.746910590427202e-05,inf,0.0005801746049287631,0.8657298376695078,1.0,0.932864918834754
60,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),0.9999220607147032,0.8656623633046999,0.8656623633046999,0.865729837669508,1.0000779453603024,1.0,6.746910590427202e-05,1.000502526872962,1.0000000000000242,0.8657298376695078,0.0005022744665448591,0.932864918834754
61,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.8656623633046999,0.9999220607147032,0.8656623633046999,1.0,1.0000779453603024,1.0,6.746910590427202e-05,inf,0.0005801746049287631,0.8657298376695078,1.0,0.932864918834754
62,frozenset({'TAMANHO_bin_0.0'}),"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE DA VIA_bin_0.0'})",0.9999220607147032,0.8656623633046999,0.8656623633046999,0.865729837669508,1.0000779453603024,1.0,6.746910590427202e-05,1.000502526872962,1.0000000000000242,0.8657298376695078,0.0005022744665448591,0.932864918834754
63,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'TAMANHO_bin_0.0'})",1.0,0.8656623633046999,0.8656623633046999,0.8656623633046999,1.0,1.0,0.0,1.0,0.0,0.8656623633046999,0.0,0.93283118165235
64,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.8656400949374723,1.0,0.8656400949374723,1.0,1.0,1.0,0.0,inf,0.0,0.8656400949374723,0.0,0.9328200474687361
65,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.8656623633046999,0.9996121592707852,0.8656400949374723,0.9999742759207613,1.0003622571480526,1.0,0.0003134707550103144,15.076952827562272,0.002695640434366986,0.8659566647607876,0.9336736002667665,0.9329751158021842
66,"frozenset({'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),0.9996121592707852,0.8656623633046999,0.8656400949374723,0.8659759556836071,1.0003622571480526,1.0,0.0003134707550103144,1.0023398217872523,0.9336976187783744,0.8659566647607876,0.0023343598013298114,0.9329751158021842
67,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),"frozenset({'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",0.8656623633046999,0.9996121592707852,0.8656400949374723,0.9999742759207613,1.0003622571480526,1.0,0.0003134707550103144,15.076952827562272,0.002695640434366986,0.8659566647607876,0.9336736002667665,0.9329751158021842
68,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE DA VIA_bin_0.0'})",0.9996121592707852,0.8656623633046999,0.8656400949374723,0.8659759556836071,1.0003622571480526,1.0,0.0003134707550103144,1.0023398217872523,0.9336976187783744,0.8659566647607876,0.0023343598013298114,0.9329751158021842
69,frozenset({'VELOCIDADE DA VIA_bin_0.0'}),"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE AFERIDA_bin_0.0'})",1.0,0.8656400949374723,0.8656400949374723,0.8656400949374723,1.0,1.0,0.0,1.0,0.0,0.8656400949374723,0.0,0.9328200474687361
70,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'TAMANHO_bin_0.0'})",frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.8656623633046999,0.9996121592707852,0.8656400949374723,0.9999742759207613,1.0003622571480526,1.0,0.0003134707550103144,15.076952827562272,0.002695640434366986,0.8659566647607876,0.9336736002667665,0.9329751158021842
71,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'TAMANHO_bin_0.0'}),0.8656400949374723,0.9999220607147032,0.8656400949374723,1.0,1.0000779453603024,1.0,6.746737032359285e-05,inf,0.0005800784487040799,0.8657075675665644,1.0,0.9328537837832822
72,"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),0.9995676225363299,0.8656623633046999,0.8656400949374723,0.8660145401078255,1.000406829288247,1.0,0.00035202452981275556,1.0026284703087112,0.9405296983625773,0.8659952474659339,0.002621579564663613,0.9329944080142933
73,frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL'}),"frozenset({'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",0.8656623633046999,0.9995676225363299,0.8656400949374723,0.9999742759207613,1.000406829288247,1.0,0.00035202452981275556,16.808277554171013,0.003027177308521386,0.8659952474659339,0.9405055041019449,0.9329944080142933
74,frozenset({'TAMANHO_bin_0.0'}),"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE AFERIDA_bin_0.0'})",0.9999220607147032,0.8656400949374723,0.8656400949374723,0.8657075675665644,1.0000779453603024,1.0,6.746737032359285e-05,1.000502430612578,0.9999999999992429,0.8657075675665644,0.0005021783028257168,0.9328537837832822
75,frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'TAMANHO_bin_0.0'})",0.9996121592707852,0.8656623633046999,0.8656400949374723,0.8659759556836071,1.0003622571480526,1.0,0.0003134707550103144,1.0023398217872523,0.9336976187783744,0.8659566647607876,0.0023343598013298114,0.9329751158021842
76,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'TAMANHO_bin_0.0', 'VELOCIDADE AFERIDA_bin_0.0'})",frozenset({'VELOCIDADE DA VIA_bin_0.0'}),0.8656400949374723,1.0,0.8656400949374723,1.0,1.0,1.0,0.0,inf,0.0,0.8656400949374723,0.0,0.9328200474687361
77,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'TAMANHO_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'VELOCIDADE AFERIDA_bin_0.0'}),0.8656623633046999,0.9996121592707852,0.8656400949374723,0.9999742759207613,1.0003622571480526,1.0,0.0003134707550103144,15.076952827562272,0.002695640434366986,0.8659566647607876,0.9336736002667665,0.9329751158021842
78,"frozenset({'CLASSIFICAÇÃO_AUTOMÓVEL', 'VELOCIDADE AFERIDA_bin_0.0', 'VELOCIDADE DA VIA_bin_0.0'})",frozenset({'TAMANHO_bin_0.0'}),0.8656400949374723,0.9999220607147032,0.8656400949374723,1.0,1.0000779453603024,1.0,6.746737032359285e-05,inf,0.0005800784487040799,0.8657075675665644,1.0,0.9328537837832822
